--- DETAILED CP DISTRIBUTIONS (CAPTURED ANGLES) ---
Case_Name,Alpha_deg,Panel_XC,Cp_Solid,Cp_Porous,Leakage_Velocity
Radius 2.0mm,5.0,0.963774,0.168778,0.162560,0.283034
Radius 2.0mm,5.0,0.960017,0.157964,0.182313,0.000000
Radius 2.0mm,5.0,0.956083,0.147442,0.155454,0.000000
Radius 2.0mm,5.0,0.951973,0.137187,0.139986,0.000000
Radius 2.0mm,5.0,0.947689,0.127177,0.126944,0.000000
Radius 2.0mm,5.0,0.943232,0.117391,0.114670,0.000000
Radius 2.0mm,5.0,0.938604,0.107814,0.102310,0.000000
Radius 2.0mm,5.0,0.933808,0.098430,0.088504,0.000000
Radius 2.0mm,5.0,0.928844,0.089225,0.066285,0.000000
Radius 2.0mm,5.0,0.923714,0.080186,0.079853,0.196263
Radius 2.0mm,5.0,0.918422,0.071303,0.092705,0.000000
Radius 2.0mm,5.0,0.912968,0.062565,0.071427,0.000000
Radius 2.0mm,5.0,0.907355,0.053962,0.058639,0.000000
Radius 2.0mm,5.0,0.901584,0.045486,0.047697,0.000000
Radius 2.0mm,5.0,0.895659,0.037128,0.037366,0.000000
Radius 2.0mm,5.0,0.889582,0.028881,0.027038,0.000000
Radius 2.0mm,5.0,0.883354,0.020738,0.015826,0.000000
Radius 2.0mm,5.0,0.876979,0.012691,-0.000650,0.000000
Radius 2.0mm,5.0,0.870458,0.004734,0.005302,0.119209
Radius 2.0mm,5.0,0.863794,-0.003140,0.011003,0.000000
Radius 2.0mm,5.0,0.856990,-0.010936,-0.005017,0.000000
Radius 2.0mm,5.0,0.850049,-0.018660,-0.015684,0.000000
Radius 2.0mm,5.0,0.842972,-0.026319,-0.025248,0.000000
Radius 2.0mm,5.0,0.835763,-0.033917,-0.034541,0.000000
Radius 2.0mm,5.0,0.828425,-0.041460,-0.044057,0.000000
Radius 2.0mm,5.0,0.820960,-0.048953,-0.054700,0.000000
Radius 2.0mm,5.0,0.813372,-0.056402,-0.071268,0.000000
Radius 2.0mm,5.0,0.805662,-0.063812,-0.063177,0.127561
Radius 2.0mm,5.0,0.797835,-0.071188,-0.055331,0.000000
Radius 2.0mm,5.0,0.789893,-0.078534,-0.071628,0.000000
Radius 2.0mm,5.0,0.781840,-0.085857,-0.082031,0.000000
Radius 2.0mm,5.0,0.773677,-0.093160,-0.091222,0.000000
Radius 2.0mm,5.0,0.765409,-0.100448,-0.100074,0.000000
Radius 2.0mm,5.0,0.757039,-0.107727,-0.109026,0.000000
Radius 2.0mm,5.0,0.748570,-0.115000,-0.118753,0.000000
