eval_id,topology_pore1_side,topology_pore2_side,x1_frac,x2_frac,d1_m,d2_m,effective_hydraulic_diameter_m,CL,CD,CM,gain_percent,Q_m3_s,Rs_Pa_s_per_m3,dp_total_Pa,Re_equivalent,max_vn_m_s,max_vn_over_vinf,coupling_converged,coupling_iterations,objective_value
9860,lower,upper,0.9038330623782564,0.9528182768708677,0.01763214291228871,0.016218636460837814,0.009450664229405398,0.5340373613301581,0.00023817727586365744,-0.014970418318843038,5.751936848736938,-0.0002349437273221008,5314.7264299966455,1.2486616371606942,2154.146438293808,0.717089008060956,0.09760378165274124,True,17,-0.04211668839189361
11469,upper,upper,0.010293165482209155,0.9460692723542924,0.01909317451268442,0.01720687782945321,0.009052639240983578,0.5340373198264499,0.0003285156550549284,-0.013882126245446354,5.75192863002818,-0.00035129010851885415,112427.02446389284,39.49450162437279,3362.51639051837,1.005918942717834,0.13691674498103854,True,22,-0.028361894344286376
14900,lower,upper,0.9165195007727984,0.9520558848893345,0.018779693531469535,0.016979767827584296,0.011061665407639025,0.5340350211710377,0.00019548143146335545,-0.015041271399052283,5.751473442283683,-0.00022901214704682313,2201.9057190395915,0.5042631563119357,1793.9556522289022,0.6409905734730665,0.0872459391671674,True,11,-0.04499069516764224
7840,upper,upper,0.01010233719440018,0.9158317414679189,0.018466660193734115,0.01643904835172335,0.00959531673219023,0.5340242901268536,0.00018475151154506708,-0.013107956355647989,5.749348443568136,-0.0004250926243008355,86204.42600148875,36.644865675320034,3838.8218400548603,1.1924495509215398,0.16230563331987627,True,22,-0.021322491843048463
12247,lower,upper,0.9143577880838131,0.9496090252867684,0.01858208737099889,0.015705422706383802,0.010547552232901974,0.5340202447355229,0.00018864404381914446,-0.014983260726761967,5.748547361098066,-0.0002348844890805586,2652.33262823482,0.6229917942546308,1929.6402791419096,0.689557873942116,0.09385648839767691,True,20,-0.04379202920686254
12997,upper,upper,0.0101456396738836,0.940296416027163,0.018950808176912498,0.019483246713357067,0.009187758502947809,0.5340152256943047,0.00028750139112798667,-0.013724142449101431,5.747553473088751,-0.0003654478553975703,105298.17954075264,38.480993890436366,3446.5894034733883,0.9264867947326793,0.12610514706083692,True,21,-0.03157621920753856
10031,lower,upper,0.9215227217318065,0.9529869786402856,0.01845590355849988,0.01501337455745226,0.01004547193033903,0.5340129962287592,0.00018414797047976855,-0.015088490940490537,5.7471119865624365,-0.00022441525093272496,2969.346826714374,0.6663667132233968,1935.7787825010469,0.684954150819794,0.09322987052824976,True,20,-0.044177169318300284
15299,upper,upper,0.01001032736247015,0.9461822582085749,0.014553759974066662,0.018525709432426124,0.00913647531955581,0.5340034028425349,0.0002164284284843429,-0.013839913685634529,5.745212270835376,-0.0003477056004422705,108428.24748523175,37.70110889675561,3297.6662743612987,1.1791507010690976,0.16049551208996052,True,21,-0.023624083169524863
9563,upper,upper,0.010373446806660469,0.9366035103523136,0.015038667803236552,0.017403617007500143,0.009239964551744027,0.5340022339340277,0.00021131292342620178,-0.013559118296437215,5.74498079950474,-0.00037801492048291816,102434.65184781629,38.72182677294768,3544.9681630284517,1.1953571942833434,0.1627013958885662,True,23,-0.02213129991316056
7262,upper,upper,0.010976478862930406,0.9397064689723018,0.017112166387597823,0.01567963926332113,0.009123423458576006,0.5339957991112739,0.00040697648469113085,-0.013761307702297446,5.743706553508554,-0.00036497647221497603,108225.86219862348,39.49989338767773,3466.416461516593,1.0934357501292258,0.1488287548787002,True,22,-0.02291453036673255
8459,upper,upper,0.010506541881923348,0.9429906973527815,0.018083551388789705,0.017495799177325164,0.009133323146556958,0.53399014277504,0.0003622349538390038,-0.013801014011171423,5.7425864661223125,-0.0003589907424265621,108172.89230983242,38.83306692073529,3405.8704749697094,1.0034482121132808,0.13658045109319658,True,22,-0.02746727765273644
8540,upper,upper,0.010183206642501719,0.9158317414679189,0.01998603832487588,0.01643904835172335,0.00959531673219023,0.5339824925013212,0.00020588851194010271,-0.013117609476178084,5.741071532296016,-0.00042510924171267837,86204.42600148875,36.64629816976958,3838.9719044875533,1.1924961649331784,0.16231197800479374,True,22,-0.020814357999781742
13675,upper,upper,0.01005690356630412,0.9436125398742965,0.019464886585460972,0.018072216626873798,0.009180640105146758,0.5339823581575023,0.00018305011048021236,-0.013775108955442771,5.741044929065442,-0.0003563125876931038,106029.95638828016,37.77980813369504,3363.0390079543413,0.9248907803787354,0.12588791177377234,True,21,-0.03391864015938028
9554,upper,upper,0.16767665616353344,0.9375850810983843,0.019994026142248565,0.01937602334190789,0.009244608435302898,0.5339762304546997,0.0036999346252145834,-0.017357644722491912,5.739831500030834,-0.00047931106684093806,85308.67842635485,40.88939366732666,4492.650534768339,1.1876618251843185,0.16165397065008782,True,21,0.050826641867737284
3265,lower,upper,0.8907503908837675,0.9446695865577912,0.016719225981296507,0.01525362006639527,0.01036753302790141,0.533971229670245,0.0002521676288659083,-0.014745933453475552,5.738841227289382,-0.0002538188317447031,4083.7587280302478,1.0365348694758723,2121.3978067126595,0.7880254828319362,0.10725902405212466,True,17,-0.039358907296064984
10135,lower,upper,0.9343291751038223,0.9568527525138646,0.01926003449912453,0.01520368283758421,0.01128450054166123,0.5339588970645408,0.00015516126840151023,-0.015231979595589506,5.7363990817878685,-0.00020887707703487064,1457.9051008132333,0.30452295605209656,1603.9179286586948,0.6641208065674952,0.09039422089390907,True,18,-0.045439770761439825
10499,upper,upper,0.010092011390803624,0.9316435480447255,0.01876859771778642,0.018536950596341598,0.0093655741092347,0.5339492048328609,0.00027834549540663167,-0.01346008259861877,5.734479792339675,-0.00039028708104671205,96555.30713744902,37.68428898224374,3610.9666162019685,1.032909425662468,0.14059044960405817,True,22,-0.027014559085147806
