Case_Name,Alpha_deg,Panel_XC,Cp_Solid,Cp_Porous,Leakage_Velocity
Large Pores,5.0,0.773677,-0.093160,-0.134593,0.000000
Large Pores,5.0,0.765409,-0.100448,-0.141809,0.000000
Large Pores,5.0,0.757039,-0.107727,-0.149025,0.000000
Large Pores,5.0,0.748570,-0.115000,-0.156245,0.000000
Large Pores,5.0,0.740004,-0.122274,-0.163472,0.000000
Large Pores,5.0,0.731347,-0.129551,-0.170713,0.000000
Large Pores,5.0,0.722600,-0.136837,-0.177970,0.000000
Large Pores,5.0,0.713767,-0.144136,-0.185248,0.000000
Large Pores,5.0,0.704852,-0.151452,-0.192552,0.000000
Large Pores,5.0,0.695858,-0.158789,-0.199885,0.000000
Large Pores,5.0,0.686788,-0.166152,-0.207252,0.000000
Large Pores,5.0,0.677647,-0.173545,-0.214657,0.000000
Large Pores,5.0,0.668437,-0.180971,-0.222102,0.000000
Large Pores,5.0,0.659162,-0.188435,-0.229593,0.000000
Large Pores,5.0,0.649825,-0.195939,-0.237133,0.000000
Large Pores,5.0,0.640431,-0.203487,-0.244725,0.000000
Large Pores,5.0,0.630983,-0.211083,-0.252372,0.000000
Large Pores,5.0,0.621484,-0.218730,-0.260078,0.000000
Large Pores,5.0,0.611939,-0.226430,-0.267845,0.000000
Large Pores,5.0,0.602350,-0.234186,-0.275677,0.000000
Large Pores,5.0,0.592722,-0.242001,-0.283575,0.000000
Large Pores,5.0,0.583058,-0.249877,-0.291543,0.000000
Large Pores,5.0,0.573362,-0.257816,-0.299581,0.000000
Large Pores,5.0,0.563637,-0.265819,-0.307693,0.000000
Large Pores,5.0,0.553889,-0.273889,-0.315880,0.000000
Large Pores,5.0,0.544119,-0.282027,-0.324143,0.000000
Large Pores,5.0,0.534332,-0.290234,-0.332482,0.000000
Large Pores,5.0,0.524533,-0.298510,-0.340900,0.000000
Large Pores,5.0,0.514723,-0.306856,-0.349396,0.000000
Large Pores,5.0,0.504908,-0.315271,-0.357970,0.000000
Large Pores,5.0,0.495092,-0.323757,-0.366622,0.000000
Large Pores,5.0,0.485277,-0.332311,-0.375352,0.000000
Large Pores,5.0,0.475467,-0.340934,-0.384157,0.000000
Large Pores,5.0,0.465668,-0.349624,-0.393038,0.000000
Large Pores,5.0,0.455881,-0.358379,-0.401993,0.000000
Large Pores,5.0,0.446111,-0.367197,-0.411018,0.000000
