--- GLOBAL RESULTS ---
Metric,Solid_Baseline,Porous_Result,Change_Percent
CL,0.321019,0.321024,0.00%
CD,0.044216,0.044218,0.00%

--- PANEL DISTRIBUTION DATA ---
Panel_ID,XC,YC,Cp_Solid,Cp_Porous,V_leakage
0,0.999952,0.000011,0.612791,0.612796,0.000000
1,0.999759,0.000053,0.538132,0.538138,0.000000
2,0.999374,0.000136,0.486884,0.486891,0.000000
3,0.998796,0.000262,0.448026,0.448034,0.000000
4,0.998026,0.000430,0.416363,0.416372,0.000000
5,0.997063,0.000639,0.389380,0.389390,0.000000
6,0.995909,0.000889,0.365682,0.365693,0.000000
7,0.994564,0.001181,0.344419,0.344431,0.000000
8,0.993029,0.001513,0.325034,0.325047,0.000000
9,0.991303,0.001885,0.307141,0.307156,0.000000
10,0.989388,0.002298,0.290463,0.290479,0.000000
11,0.987284,0.002750,0.274792,0.274811,0.000000
12,0.984992,0.003240,0.259972,0.259992,0.000000
13,0.982514,0.003769,0.245877,0.245901,0.000000
14,0.979849,0.004336,0.232410,0.232437,0.000000
15,0.976999,0.004941,0.219491,0.219521,0.000000
16,0.973966,0.005582,0.207054,0.207089,0.000000
17,0.970749,0.006258,0.195044,0.195085,0.000000
18,0.967352,0.006970,0.183417,0.183465,0.000000
19,0.963774,0.007716,0.172133,0.172191,0.000000
20,0.960017,0.008497,0.161159,0.161230,0.000000
21,0.956083,0.009309,0.150467,0.150555,0.000000
22,0.951973,0.010154,0.140032,0.140145,0.000000
23,0.947689,0.011030,0.129833,0.129985,0.000000
24,0.943232,0.011937,0.119849,0.120076,0.000000
25,0.938604,0.012873,0.110065,0.110506,0.000000
26,0.933808,0.013837,0.100466,0.100713,-0.002716
27,0.928844,0.014829,0.091037,0.090860,-0.001577
28,0.923714,0.015848,0.081767,0.081536,-0.000789
29,0.918422,0.016892,0.072644,0.072571,-0.000227
30,0.912968,0.017961,0.063658,0.063556,-0.001639
31,0.907355,0.019054,0.054800,0.054447,-0.001350
32,0.901584,0.020170,0.046061,0.045559,-0.000969
33,0.895659,0.021307,0.037433,0.036832,-0.000470
34,0.889582,0.022465,0.028909,0.028268,0.000137
35,0.883354,0.023643,0.020481,0.019873,0.000768
36,0.876979,0.024839,0.012142,0.011638,0.001302
37,0.870458,0.026054,0.003885,0.003532,0.001672
38,0.863794,0.027284,-0.004294,-0.004468,0.001893
39,0.856990,0.028531,-0.012404,-0.012364,0.002014
40,0.850049,0.029792,-0.020448,-0.020068,0.002071
41,0.842972,0.031066,-0.028434,-0.027988,0.000000
42,0.835763,0.032353,-0.036367,-0.036124,0.000000
43,0.828425,0.033652,-0.044252,-0.044086,0.000000
44,0.820960,0.034960,-0.052095,-0.051971,0.000000
45,0.813372,0.036278,-0.059901,-0.059804,0.000000
46,0.805662,0.037605,-0.067676,-0.067597,0.000000
47,0.797835,0.038938,-0.075424,-0.075358,0.000000
48,0.789893,0.040278,-0.083150,-0.083095,0.000000
49,0.781840,0.041623,-0.090861,-0.090814,0.000000
50,0.773677,0.042972,-0.098560,-0.098520,0.000000
51,0.765409,0.044324,-0.106254,-0.106218,0.000000
52,0.757039,0.045678,-0.113946,-0.113915,0.000000
53,0.748570,0.047032,-0.121642,-0.121615,0.000000
54,0.740004,0.048387,-0.129348,-0.129323,0.000000
55,0.731347,0.049740,-0.137067,-0.137045,0.000000
56,0.722600,0.051090,-0.144804,-0.144785,0.000000
57,0.713767,0.052437,-0.152565,-0.152547,0.000000
58,0.704852,0.053779,-0.160354,-0.160338,0.000000
59,0.695858,0.055116,-0.168176,-0.168161,0.000000
60,0.686788,0.056445,-0.176035,-0.176021,0.000000
61,0.677647,0.057767,-0.183935,-0.183923,0.000000
62,0.668437,0.059079,-0.191882,-0.191871,0.000000
63,0.659162,0.060381,-0.199879,-0.199868,0.000000
